timestamp,message_type,src_system,src_component,payload_json
1776972639.5860016,RC_CHANNELS,1,1,"{""mavpackettype"": ""RC_CHANNELS"", ""time_boot_ms"": 142132, ""chancount"": 8, ""chan1_raw"": 1500, ""chan2_raw"": 1500, ""chan3_raw"": 1000, ""chan4_raw"": 1500, ""chan5_raw"": 1800, ""chan6_raw"": 1000, ""chan7_raw"": 1000, ""chan8_raw"": 1800, ""chan9_raw"": 0, ""chan10_raw"": 0, ""chan11_raw"": 0, ""chan12_raw"": 0, ""chan13_raw"": 0, ""chan14_raw"": 0, ""chan15_raw"": 0, ""chan16_raw"": 0, ""chan17_raw"": 0, ""chan18_raw"": 0, ""rssi"": 255}"
1776972639.5871365,RAW_IMU,1,1,"{""mavpackettype"": ""RAW_IMU"", ""time_usec"": 142132291, ""xacc"": 0, ""yacc"": 0, ""zacc"": -1001, ""xgyro"": 2, ""ygyro"": 2, ""zgyro"": 1, ""xmag"": 232, ""ymag"": 52, ""zmag"": -528, ""id"": 0, ""temperature"": 3246}"
1776972639.587875,SCALED_IMU2,1,1,"{""mavpackettype"": ""SCALED_IMU2"", ""time_boot_ms"": 142132, ""xacc"": 0, ""yacc"": 0, ""zacc"": -1001, ""xgyro"": 1, ""ygyro"": 2, ""zgyro"": 2, ""xmag"": 232, ""ymag"": 52, ""zmag"": -528, ""temperature"": 3246}"
1776972639.5893087,SCALED_IMU3,1,1,"{""mavpackettype"": ""SCALED_IMU3"", ""time_boot_ms"": 142132, ""xacc"": 0, ""yacc"": 0, ""zacc"": 0, ""xgyro"": 0, ""ygyro"": 0, ""zgyro"": 0, ""xmag"": 232, ""ymag"": 52, ""zmag"": -528, ""temperature"": 0}"
1776972639.5901155,SCALED_PRESSURE,1,1,"{""mavpackettype"": ""SCALED_PRESSURE"", ""time_boot_ms"": 142132, ""press_abs"": 944.680419921875, ""press_diff"": 0.0, ""temperature"": 3112, ""temperature_press_diff"": 0}"
1776972639.5905604,SCALED_PRESSURE2,1,1,"{""mavpackettype"": ""SCALED_PRESSURE2"", ""time_boot_ms"": 142132, ""press_abs"": 944.684326171875, ""press_diff"": 0.0, ""temperature"": 3112, ""temperature_press_diff"": 0}"
1776972639.592235,GPS_RAW_INT,1,1,"{""mavpackettype"": ""GPS_RAW_INT"", ""time_usec"": 141963000, ""fix_type"": 6, ""lat"": -353633515, ""lon"": 1491652412, ""alt"": 587150, ""eph"": 121, ""epv"": 200, ""vel"": 0, ""cog"": 0, ""satellites_visible"": 10, ""alt_ellipsoid"": 587150, ""h_acc"": 300, ""v_acc"": 300, ""vel_acc"": 0, ""hdg_acc"": 0, ""yaw"": 0}"
1776972639.5926638,SYSTEM_TIME,1,1,"{""mavpackettype"": ""SYSTEM_TIME"", ""time_unix_usec"": 1776972638969228, ""time_boot_ms"": 142132}"
1776972639.6076775,WIND,1,1,"{""mavpackettype"": ""WIND"", ""direction"": -180.0, ""speed"": 0.0, ""speed_z"": 0.0}"
1776972639.6079404,TERRAIN_REPORT,1,1,"{""mavpackettype"": ""TERRAIN_REPORT"", ""lat"": -353633516, ""lon"": 1491652413, ""spacing"": 100, ""terrain_height"": 586.344970703125, ""current_height"": 0.7850341796875, ""pending"": 0, ""loaded"": 504}"
1776972639.6082466,EKF_STATUS_REPORT,1,1,"{""mavpackettype"": ""EKF_STATUS_REPORT"", ""flags"": 831, ""velocity_variance"": 0.008733535185456276, ""pos_horiz_variance"": 0.0050275446847081184, ""pos_vert_variance"": 3.2823395486047957e-06, ""compass_variance"": 0.015964535996317863, ""terrain_alt_variance"": 0.0, ""airspeed_variance"": 0.0}"
1776972639.6084964,LOCAL_POSITION_NED,1,1,"{""mavpackettype"": ""LOCAL_POSITION_NED"", ""time_boot_ms"": 142132, ""x"": -0.013512206263840199, ""y"": 0.0129419369623065, ""z"": 0.0135331517085433, ""vx"": -0.017311610281467438, ""vy"": 0.016534458845853806, ""vz"": 6.893327372381464e-05}"
1776972639.6089628,VIBRATION,1,1,"{""mavpackettype"": ""VIBRATION"", ""time_usec"": 142132291, ""vibration_x"": 0.0028725245501846075, ""vibration_y"": 0.0024488025810569525, ""vibration_z"": 0.0027586338110268116, ""clipping_0"": 0, ""clipping_1"": 0, ""clipping_2"": 0}"
1776972639.6092784,BATTERY_STATUS,1,1,"{""mavpackettype"": ""BATTERY_STATUS"", ""id"": 0, ""battery_function"": 0, ""type"": 0, ""temperature"": 32767, ""voltages"": [12600, 65535, 65535, 65535, 65535, 65535, 65535, 65535, 65535, 65535], ""current_battery"": 0, ""current_consumed"": 0, ""energy_consumed"": 0, ""battery_remaining"": 100, ""time_remaining"": 0, ""charge_state"": 1, ""voltages_ext"": [0, 0, 0, 0], ""mode"": 0, ""fault_bitmask"": 0}"
1776972639.628563,AHRS2,1,1,"{""mavpackettype"": ""AHRS2"", ""roll"": 0.0018142994958907366, ""pitch"": 0.0015885625034570694, ""yaw"": -0.0033226285595446825, ""altitude"": 587.1400146484375, ""lat"": -353633515, ""lng"": 1491652412}"
1776972639.6301825,ATTITUDE,1,1,"{""mavpackettype"": ""ATTITUDE"", ""time_boot_ms"": 142192, ""roll"": 0.0012691899901255965, ""pitch"": 0.0010443676728755236, ""yaw"": 0.021052828058600426, ""rollspeed"": 0.0002933803480118513, ""pitchspeed"": 0.0002756610047072172, ""yawspeed"": 0.000981711084023118}"
1776972639.631085,VFR_HUD,1,1,"{""mavpackettype"": ""VFR_HUD"", ""airspeed"": 0.024157213047146797, ""groundspeed"": 0.024157166481018066, ""heading"": 1, ""throttle"": 0, ""alt"": 587.1300048828125, ""climb"": -4.77728208352346e-05}"
1776972639.6361525,SIMSTATE,1,1,"{""mavpackettype"": ""SIMSTATE"", ""roll"": 0.0, ""pitch"": 0.0, ""yaw"": 0.0, ""xacc"": 0.0, ""yacc"": 0.0, ""zacc"": -9.806650161743164, ""xgyro"": 0.0, ""ygyro"": 0.0, ""zgyro"": 0.0, ""lat"": -353633515, ""lng"": 1491652412}"
1776972639.6375022,ESC_TELEMETRY_1_TO_4,1,1,"{""mavpackettype"": ""ESC_TELEMETRY_1_TO_4"", ""temperature"": [32, 32, 32, 32], ""voltage"": [1679, 1679, 1679, 1679], ""current"": [80, 80, 80, 80], ""totalcurrent"": [1, 1, 1, 1], ""rpm"": [0, 0, 0, 0], ""count"": [54477, 54477, 54477, 54477]}"
1776972639.8623118,AHRS2,1,1,"{""mavpackettype"": ""AHRS2"", ""roll"": 0.0018050483195111156, ""pitch"": 0.0015858280239626765, ""yaw"": -0.003324738936498761, ""altitude"": 587.1400146484375, ""lat"": -353633515, ""lng"": 1491652412}"
1776972639.8629522,ATTITUDE,1,1,"{""mavpackettype"": ""ATTITUDE"", ""time_boot_ms"": 142442, ""roll"": 0.0012647469993680716, ""pitch"": 0.0010467554675415158, ""yaw"": 0.021040603518486023, ""rollspeed"": 0.00031130597926676273, ""pitchspeed"": 0.0002520314883440733, ""yawspeed"": 0.0009780942928045988}"
1776972639.863382,VFR_HUD,1,1,"{""mavpackettype"": ""VFR_HUD"", ""airspeed"": 0.023982474580407143, ""groundspeed"": 0.023982377722859383, ""heading"": 1, ""throttle"": 0, ""alt"": 587.1300048828125, ""climb"": -6.851253419881687e-05}"
1776972639.8639529,SIMSTATE,1,1,"{""mavpackettype"": ""SIMSTATE"", ""roll"": 0.0, ""pitch"": 0.0, ""yaw"": 0.0, ""xacc"": 0.0, ""yacc"": 0.0, ""zacc"": -9.806650161743164, ""xgyro"": 0.0, ""ygyro"": 0.0, ""zgyro"": 0.0, ""lat"": -353633515, ""lng"": 1491652412}"
1776972639.8643873,ESC_TELEMETRY_1_TO_4,1,1,"{""mavpackettype"": ""ESC_TELEMETRY_1_TO_4"", ""temperature"": [32, 32, 32, 32], ""voltage"": [1679, 1679, 1679, 1679], ""current"": [80, 80, 80, 80], ""totalcurrent"": [1, 1, 1, 1], ""rpm"": [0, 0, 0, 0], ""count"": [54577, 54577, 54577, 54577]}"
1776972640.050257,AHRS,1,1,"{""mavpackettype"": ""AHRS"", ""omegaIx"": -0.0017037896905094385, ""omegaIy"": -0.0017591587966307998, ""omegaIz"": -0.0010624434798955917, ""accel_weight"": 0.0, ""renorm_val"": 0.0, ""error_rp"": 0.002378749893978238, ""error_yaw"": 0.0014059740351513028}"
1776972640.0508244,GLOBAL_POSITION_INT,1,1,"{""mavpackettype"": ""GLOBAL_POSITION_INT"", ""time_boot_ms"": 142632, ""lat"": -353633516, ""lon"": 1491652413, ""alt"": 587130, ""relative_alt"": -13, ""vx"": -1, ""vy"": 1, ""vz"": 0, ""hdg"": 120}"
1776972640.0513098,SYS_STATUS,1,1,"{""mavpackettype"": ""SYS_STATUS"", ""onboard_control_sensors_present"": 1399979055, ""onboard_control_sensors_enabled"": 1382128687, ""onboard_control_sensors_health"": 1467063343, ""load"": 0, ""voltage_battery"": 12600, ""current_battery"": 0, ""battery_remaining"": 100, ""drop_rate_comm"": 0, ""errors_comm"": 0, ""errors_count1"": 0, ""errors_count2"": 0, ""errors_count3"": 0, ""errors_count4"": 0}"
1776972640.0517185,POWER_STATUS,1,1,"{""mavpackettype"": ""POWER_STATUS"", ""Vcc"": 5000, ""Vservo"": 0, ""flags"": 0}"
1776972640.0521894,MEMINFO,1,1,"{""mavpackettype"": ""MEMINFO"", ""brkval"": 0, ""freemem"": 65535, ""freemem32"": 524288}"
1776972640.052826,NAV_CONTROLLER_OUTPUT,1,1,"{""mavpackettype"": ""NAV_CONTROLLER_OUTPUT"", ""nav_roll"": -6.818944530095905e-05, ""nav_pitch"": 0.00017932112677954137, ""nav_bearing"": 1, ""target_bearing"": 0, ""wp_dist"": 0, ""alt_error"": 0.0, ""aspd_error"": 0.0, ""xtrack_error"": 0.0}"
1776972640.0532131,MISSION_CURRENT,1,1,"{""mavpackettype"": ""MISSION_CURRENT"", ""seq"": 0, ""total"": 0, ""mission_state"": 1, ""mission_mode"": 0}"
1776972640.0536616,SERVO_OUTPUT_RAW,1,1,"{""mavpackettype"": ""SERVO_OUTPUT_RAW"", ""time_usec"": 142632091, ""port"": 0, ""servo1_raw"": 1000, ""servo2_raw"": 1000, ""servo3_raw"": 1000, ""servo4_raw"": 1000, ""servo5_raw"": 0, ""servo6_raw"": 0, ""servo7_raw"": 0, ""servo8_raw"": 0, ""servo9_raw"": 0, ""servo10_raw"": 0, ""servo11_raw"": 0, ""servo12_raw"": 0, ""servo13_raw"": 0, ""servo14_raw"": 0, ""servo15_raw"": 0, ""servo16_raw"": 0}"
1776972640.054074,RC_CHANNELS,1,1,"{""mavpackettype"": ""RC_CHANNELS"", ""time_boot_ms"": 142632, ""chancount"": 8, ""chan1_raw"": 1500, ""chan2_raw"": 1500, ""chan3_raw"": 1000, ""chan4_raw"": 1500, ""chan5_raw"": 1800, ""chan6_raw"": 1000, ""chan7_raw"": 1000, ""chan8_raw"": 1800, ""chan9_raw"": 0, ""chan10_raw"": 0, ""chan11_raw"": 0, ""chan12_raw"": 0, ""chan13_raw"": 0, ""chan14_raw"": 0, ""chan15_raw"": 0, ""chan16_raw"": 0, ""chan17_raw"": 0, ""chan18_raw"": 0, ""rssi"": 255}"
1776972640.054592,RAW_IMU,1,1,"{""mavpackettype"": ""RAW_IMU"", ""time_usec"": 142632091, ""xacc"": 0, ""yacc"": 0, ""zacc"": -1001, ""xgyro"": 2, ""ygyro"": 2, ""zgyro"": 2, ""xmag"": 232, ""ymag"": 52, ""zmag"": -528, ""id"": 0, ""temperature"": 3248}"
1776972640.0551388,SCALED_IMU2,1,1,"{""mavpackettype"": ""SCALED_IMU2"", ""time_boot_ms"": 142632, ""xacc"": 0, ""yacc"": 0, ""zacc"": -1000, ""xgyro"": 1, ""ygyro"": 2, ""zgyro"": 1, ""xmag"": 232, ""ymag"": 52, ""zmag"": -528, ""temperature"": 3248}"
1776972640.0556395,SCALED_IMU3,1,1,"{""mavpackettype"": ""SCALED_IMU3"", ""time_boot_ms"": 142632, ""xacc"": 0, ""yacc"": 0, ""zacc"": 0, ""xgyro"": 0, ""ygyro"": 0, ""zgyro"": 0, ""xmag"": 232, ""ymag"": 52, ""zmag"": -528, ""temperature"": 0}"
1776972640.055974,SCALED_PRESSURE,1,1,"{""mavpackettype"": ""SCALED_PRESSURE"", ""time_boot_ms"": 142632, ""press_abs"": 944.680419921875, ""press_diff"": 0.0, ""temperature"": 3113, ""temperature_press_diff"": 0}"
1776972640.056448,SCALED_PRESSURE2,1,1,"{""mavpackettype"": ""SCALED_PRESSURE2"", ""time_boot_ms"": 142632, ""press_abs"": 944.6961669921875, ""press_diff"": 0.0, ""temperature"": 3113, ""temperature_press_diff"": 0}"
1776972640.0568933,GPS_RAW_INT,1,1,"{""mavpackettype"": ""GPS_RAW_INT"", ""time_usec"": 142563000, ""fix_type"": 6, ""lat"": -353633515, ""lon"": 1491652412, ""alt"": 587150, ""eph"": 121, ""epv"": 200, ""vel"": 0, ""cog"": 0, ""satellites_visible"": 10, ""alt_ellipsoid"": 587150, ""h_acc"": 300, ""v_acc"": 300, ""vel_acc"": 0, ""hdg_acc"": 0, ""yaw"": 0}"
1776972640.0572498,SYSTEM_TIME,1,1,"{""mavpackettype"": ""SYSTEM_TIME"", ""time_unix_usec"": 1776972639469028, ""time_boot_ms"": 142632}"
1776972640.0583909,WIND,1,1,"{""mavpackettype"": ""WIND"", ""direction"": -180.0, ""speed"": 0.0, ""speed_z"": 0.0}"
1776972640.058896,TERRAIN_REPORT,1,1,"{""mavpackettype"": ""TERRAIN_REPORT"", ""lat"": -353633516, ""lon"": 1491652413, ""spacing"": 100, ""terrain_height"": 586.344970703125, ""current_height"": 0.7850341796875, ""pending"": 0, ""loaded"": 504}"
1776972640.0592306,EKF_STATUS_REPORT,1,1,"{""mavpackettype"": ""EKF_STATUS_REPORT"", ""flags"": 831, ""velocity_variance"": 0.008829398080706596, ""pos_horiz_variance"": 0.005127476993948221, ""pos_vert_variance"": 3.946755441575078e-06, ""compass_variance"": 0.015998588874936104, ""terrain_alt_variance"": 0.0, ""airspeed_variance"": 0.0}"
1776972640.0595682,LOCAL_POSITION_NED,1,1,"{""mavpackettype"": ""LOCAL_POSITION_NED"", ""time_boot_ms"": 142632, ""x"": -0.01369241438806057, ""y"": 0.013096180744469166, ""z"": 0.013524402864277363, ""vx"": -0.017406711354851723, ""vy"": 0.016610227525234222, ""vz"": 9.9243174190633e-05}"
1776972640.0598838,VIBRATION,1,1,"{""mavpackettype"": ""VIBRATION"", ""time_usec"": 142632091, ""vibration_x"": 0.00315267127007246, ""vibration_y"": 0.002686108462512493, ""vibration_z"": 0.0028385433834046125, ""clipping_0"": 0, ""clipping_1"": 0, ""clipping_2"": 0}"
1776972640.0602176,BATTERY_STATUS,1,1,"{""mavpackettype"": ""BATTERY_STATUS"", ""id"": 0, ""battery_function"": 0, ""type"": 0, ""temperature"": 32767, ""voltages"": [12600, 65535, 65535, 65535, 65535, 65535, 65535, 65535, 65535, 65535], ""current_battery"": 0, ""current_consumed"": 0, ""energy_consumed"": 0, ""battery_remaining"": 100, ""time_remaining"": 0, ""charge_state"": 1, ""voltages_ext"": [0, 0, 0, 0], ""mode"": 0, ""fault_bitmask"": 0}"
1776972640.1264534,AHRS2,1,1,"{""mavpackettype"": ""AHRS2"", ""roll"": 0.0018012127839028835, ""pitch"": 0.0015759904636070132, ""yaw"": -0.0033279182389378548, ""altitude"": 587.1400146484375, ""lat"": -353633515, ""lng"": 1491652412}"
1776972640.1269715,ATTITUDE,1,1,"{""mavpackettype"": ""ATTITUDE"", ""time_boot_ms"": 142692, ""roll"": 0.0012637923937290907, ""pitch"": 0.0010396050056442618, ""yaw"": 0.0210418738424778, ""rollspeed"": 0.0003913560649380088, ""pitchspeed"": 0.0002857112558558583, ""yawspeed"": 0.0009599659824743867}"
1776972640.1275392,VFR_HUD,1,1,"{""mavpackettype"": ""VFR_HUD"", ""airspeed"": 0.023895783349871635, ""groundspeed"": 0.02389555610716343, ""heading"": 1, ""throttle"": 0, ""alt"": 587.1300048828125, ""climb"": -0.00010429064423078671}"
1776972640.127921,SIMSTATE,1,1,"{""mavpackettype"": ""SIMSTATE"", ""roll"": 0.0, ""pitch"": 0.0, ""yaw"": 0.0, ""xacc"": 0.0, ""yacc"": 0.0, ""zacc"": -9.806650161743164, ""xgyro"": 0.0, ""ygyro"": 0.0, ""zgyro"": 0.0, ""lat"": -353633515, ""lng"": 1491652412}"
1776972640.1285126,ESC_TELEMETRY_1_TO_4,1,1,"{""mavpackettype"": ""ESC_TELEMETRY_1_TO_4"", ""temperature"": [32, 32, 32, 32], ""voltage"": [1679, 1679, 1679, 1679], ""current"": [80, 80, 80, 80], ""totalcurrent"": [1, 1, 1, 1], ""rpm"": [0, 0, 0, 0], ""count"": [54677, 54677, 54677, 54677]}"
1776972640.376065,AHRS2,1,1,"{""mavpackettype"": ""AHRS2"", ""roll"": 0.0018021486466750503, ""pitch"": 0.0015725226840004325, ""yaw"": -0.0033312460873275995, ""altitude"": 587.1400146484375, ""lat"": -353633515, ""lng"": 1491652412}"
1776972640.3768137,ATTITUDE,1,1,"{""mavpackettype"": ""ATTITUDE"", ""time_boot_ms"": 142941, ""roll"": 0.0012693213066086173, ""pitch"": 0.00104013632517308, ""yaw"": 0.021025842055678368, ""rollspeed"": 0.00037863198667764664, ""pitchspeed"": 0.0002971193753182888, ""yawspeed"": 0.0009477882413193583}"
1776972640.3773344,VFR_HUD,1,1,"{""mavpackettype"": ""VFR_HUD"", ""airspeed"": 0.023881258442997932, ""groundspeed"": 0.023880932480096817, ""heading"": 1, ""throttle"": 0, ""alt"": 587.1300048828125, ""climb"": -0.00012470551882870495}"
1776972640.3777478,SIMSTATE,1,1,"{""mavpackettype"": ""SIMSTATE"", ""roll"": 0.0, ""pitch"": 0.0, ""yaw"": 0.0, ""xacc"": 0.0, ""yacc"": 0.0, ""zacc"": -9.806650161743164, ""xgyro"": 0.0, ""ygyro"": 0.0, ""zgyro"": 0.0, ""lat"": -353633515, ""lng"": 1491652412}"
1776972640.3783758,ESC_TELEMETRY_1_TO_4,1,1,"{""mavpackettype"": ""ESC_TELEMETRY_1_TO_4"", ""temperature"": [32, 32, 32, 32], ""voltage"": [1679, 1679, 1679, 1679], ""current"": [80, 80, 80, 80], ""totalcurrent"": [1, 1, 1, 1], ""rpm"": [0, 0, 0, 0], ""count"": [54777, 54777, 54777, 54777]}"
1776972640.500419,HEARTBEAT,1,1,"{""mavpackettype"": ""HEARTBEAT"", ""type"": 2, ""autopilot"": 3, ""base_mode"": 81, ""custom_mode"": 0, ""system_status"": 3, ""mavlink_version"": 3}"
1776972640.562987,AHRS,1,1,"{""mavpackettype"": ""AHRS"", ""omegaIx"": -0.0017120112897828221, ""omegaIy"": -0.0017673933180049062, ""omegaIz"": -0.0010725551983341575, ""accel_weight"": 0.0, ""renorm_val"": 0.0, ""error_rp"": 0.0023672832176089287, ""error_yaw"": 0.0013720229035243392}"
1776972640.5635672,GLOBAL_POSITION_INT,1,1,"{""mavpackettype"": ""GLOBAL_POSITION_INT"", ""time_boot_ms"": 143134, ""lat"": -353633516, ""lon"": 1491652413, ""alt"": 587130, ""relative_alt"": -13, ""vx"": -1, ""vy"": 1, ""vz"": 0, ""hdg"": 120}"
1776972640.56418,SYS_STATUS,1,1,"{""mavpackettype"": ""SYS_STATUS"", ""onboard_control_sensors_present"": 1399979055, ""onboard_control_sensors_enabled"": 1382128687, ""onboard_control_sensors_health"": 1467063343, ""load"": 0, ""voltage_battery"": 12600, ""current_battery"": 0, ""battery_remaining"": 100, ""drop_rate_comm"": 0, ""errors_comm"": 0, ""errors_count1"": 0, ""errors_count2"": 0, ""errors_count3"": 0, ""errors_count4"": 0}"
1776972640.5648465,POWER_STATUS,1,1,"{""mavpackettype"": ""POWER_STATUS"", ""Vcc"": 5000, ""Vservo"": 0, ""flags"": 0}"
1776972640.5652971,MEMINFO,1,1,"{""mavpackettype"": ""MEMINFO"", ""brkval"": 0, ""freemem"": 65535, ""freemem32"": 524288}"
1776972640.565702,NAV_CONTROLLER_OUTPUT,1,1,"{""mavpackettype"": ""NAV_CONTROLLER_OUTPUT"", ""nav_roll"": -6.818948895670474e-05, ""nav_pitch"": 0.00017932105401996523, ""nav_bearing"": 1, ""target_bearing"": 0, ""wp_dist"": 0, ""alt_error"": 0.0, ""aspd_error"": 0.0, ""xtrack_error"": 0.0}"
1776972640.5663106,MISSION_CURRENT,1,1,"{""mavpackettype"": ""MISSION_CURRENT"", ""seq"": 0, ""total"": 0, ""mission_state"": 1, ""mission_mode"": 0}"
1776972640.5667148,SERVO_OUTPUT_RAW,1,1,"{""mavpackettype"": ""SERVO_OUTPUT_RAW"", ""time_usec"": 143134390, ""port"": 0, ""servo1_raw"": 1000, ""servo2_raw"": 1000, ""servo3_raw"": 1000, ""servo4_raw"": 1000, ""servo5_raw"": 0, ""servo6_raw"": 0, ""servo7_raw"": 0, ""servo8_raw"": 0, ""servo9_raw"": 0, ""servo10_raw"": 0, ""servo11_raw"": 0, ""servo12_raw"": 0, ""servo13_raw"": 0, ""servo14_raw"": 0, ""servo15_raw"": 0, ""servo16_raw"": 0}"
1776972640.567175,RC_CHANNELS,1,1,"{""mavpackettype"": ""RC_CHANNELS"", ""time_boot_ms"": 143134, ""chancount"": 8, ""chan1_raw"": 1500, ""chan2_raw"": 1500, ""chan3_raw"": 1000, ""chan4_raw"": 1500, ""chan5_raw"": 1800, ""chan6_raw"": 1000, ""chan7_raw"": 1000, ""chan8_raw"": 1800, ""chan9_raw"": 0, ""chan10_raw"": 0, ""chan11_raw"": 0, ""chan12_raw"": 0, ""chan13_raw"": 0, ""chan14_raw"": 0, ""chan15_raw"": 0, ""chan16_raw"": 0, ""chan17_raw"": 0, ""chan18_raw"": 0, ""rssi"": 255}"
1776972640.5679595,RAW_IMU,1,1,"{""mavpackettype"": ""RAW_IMU"", ""time_usec"": 143134390, ""xacc"": 0, ""yacc"": 0, ""zacc"": -1001, ""xgyro"": 1, ""ygyro"": 2, ""zgyro"": 1, ""xmag"": 232, ""ymag"": 52, ""zmag"": -528, ""id"": 0, ""temperature"": 3250}"
1776972640.568371,SCALED_IMU2,1,1,"{""mavpackettype"": ""SCALED_IMU2"", ""time_boot_ms"": 143134, ""xacc"": 0, ""yacc"": 0, ""zacc"": -1000, ""xgyro"": 2, ""ygyro"": 2, ""zgyro"": 1, ""xmag"": 232, ""ymag"": 52, ""zmag"": -528, ""temperature"": 3250}"
1776972640.568737,SCALED_IMU3,1,1,"{""mavpackettype"": ""SCALED_IMU3"", ""time_boot_ms"": 143134, ""xacc"": 0, ""yacc"": 0, ""zacc"": 0, ""xgyro"": 0, ""ygyro"": 0, ""zgyro"": 0, ""xmag"": 232, ""ymag"": 52, ""zmag"": -528, ""temperature"": 0}"
1776972640.569164,SCALED_PRESSURE,1,1,"{""mavpackettype"": ""SCALED_PRESSURE"", ""time_boot_ms"": 143134, ""press_abs"": 944.680419921875, ""press_diff"": 0.0, ""temperature"": 3113, ""temperature_press_diff"": 0}"
1776972640.569531,SCALED_PRESSURE2,1,1,"{""mavpackettype"": ""SCALED_PRESSURE2"", ""time_boot_ms"": 143134, ""press_abs"": 944.6633911132812, ""press_diff"": 0.0, ""temperature"": 3113, ""temperature_press_diff"": 0}"
1776972640.569943,GPS_RAW_INT,1,1,"{""mavpackettype"": ""GPS_RAW_INT"", ""time_usec"": 142963000, ""fix_type"": 6, ""lat"": -353633515, ""lon"": 1491652412, ""alt"": 587150, ""eph"": 121, ""epv"": 200, ""vel"": 0, ""cog"": 0, ""satellites_visible"": 10, ""alt_ellipsoid"": 587150, ""h_acc"": 300, ""v_acc"": 300, ""vel_acc"": 0, ""hdg_acc"": 0, ""yaw"": 0}"
1776972640.570292,SYSTEM_TIME,1,1,"{""mavpackettype"": ""SYSTEM_TIME"", ""time_unix_usec"": 1776972639971327, ""time_boot_ms"": 143134}"
1776972640.5711489,WIND,1,1,"{""mavpackettype"": ""WIND"", ""direction"": -180.0, ""speed"": 0.0, ""speed_z"": 0.0}"
1776972640.57158,TERRAIN_REPORT,1,1,"{""mavpackettype"": ""TERRAIN_REPORT"", ""lat"": -353633516, ""lon"": 1491652413, ""spacing"": 100, ""terrain_height"": 586.344970703125, ""current_height"": 0.7850341796875, ""pending"": 0, ""loaded"": 504}"
1776972640.5719776,EKF_STATUS_REPORT,1,1,"{""mavpackettype"": ""EKF_STATUS_REPORT"", ""flags"": 831, ""velocity_variance"": 0.008775903843343258, ""pos_horiz_variance"": 0.005122000817209482, ""pos_vert_variance"": 4.6209979700506665e-06, ""compass_variance"": 0.015945812687277794, ""terrain_alt_variance"": 0.0, ""airspeed_variance"": 0.0}"
1776972640.5723464,LOCAL_POSITION_NED,1,1,"{""mavpackettype"": ""LOCAL_POSITION_NED"", ""time_boot_ms"": 143134, ""x"": -0.013662134297192097, ""y"": 0.01306145079433918, ""z"": 0.013543818145990372, ""vx"": -0.017301496118307114, ""vy"": 0.01650194823741913, ""vz"": 4.489950879360549e-05}"
1776972640.5726843,VIBRATION,1,1,"{""mavpackettype"": ""VIBRATION"", ""time_usec"": 143134390, ""vibration_x"": 0.003010714426636696, ""vibration_y"": 0.002833586884662509, ""vibration_z"": 0.0026712394319474697, ""clipping_0"": 0, ""clipping_1"": 0, ""clipping_2"": 0}"
1776972640.5731745,BATTERY_STATUS,1,1,"{""mavpackettype"": ""BATTERY_STATUS"", ""id"": 0, ""battery_function"": 0, ""type"": 0, ""temperature"": 32767, ""voltages"": [12600, 65535, 65535, 65535, 65535, 65535, 65535, 65535, 65535, 65535], ""current_battery"": 0, ""current_consumed"": 0, ""energy_consumed"": 0, ""battery_remaining"": 100, ""time_remaining"": 0, ""charge_state"": 1, ""voltages_ext"": [0, 0, 0, 0], ""mode"": 0, ""fault_bitmask"": 0}"
1776972640.62558,AHRS2,1,1,"{""mavpackettype"": ""AHRS2"", ""roll"": 0.0017953155329450965, ""pitch"": 0.0015708819264546037, ""yaw"": -0.003337427042424679, ""altitude"": 587.1400146484375, ""lat"": -353633515, ""lng"": 1491652412}"
1776972640.6262226,ATTITUDE,1,1,"{""mavpackettype"": ""ATTITUDE"", ""time_boot_ms"": 143191, ""roll"": 0.0012692721793428063, ""pitch"": 0.0010457388125360012, ""yaw"": 0.02102106809616089, ""rollspeed"": 0.00029259163420647383, ""pitchspeed"": 0.0002645241329446435, ""yawspeed"": 0.0009545834036543965}"
1776972640.6266553,VFR_HUD,1,1,"{""mavpackettype"": ""VFR_HUD"", ""airspeed"": 0.02409042976796627, ""groundspeed"": 0.024090323597192764, ""heading"": 1, ""throttle"": 0, ""alt"": 587.1300048828125, ""climb"": -7.057521725073457e-05}"
1776972640.628,SIMSTATE,1,1,"{""mavpackettype"": ""SIMSTATE"", ""roll"": 0.0, ""pitch"": 0.0, ""yaw"": 0.0, ""xacc"": 0.0, ""yacc"": 0.0, ""zacc"": -9.806650161743164, ""xgyro"": 0.0, ""ygyro"": 0.0, ""zgyro"": 0.0, ""lat"": -353633515, ""lng"": 1491652412}"
1776972640.6287107,ESC_TELEMETRY_1_TO_4,1,1,"{""mavpackettype"": ""ESC_TELEMETRY_1_TO_4"", ""temperature"": [32, 32, 32, 32], ""voltage"": [1679, 1679, 1679, 1679], ""current"": [80, 80, 80, 80], ""totalcurrent"": [1, 1, 1, 1], ""rpm"": [0, 0, 0, 0], ""count"": [54877, 54877, 54877, 54877]}"
1776972640.8903584,AHRS2,1,1,"{""mavpackettype"": ""AHRS2"", ""roll"": 0.0017872856697067618, ""pitch"": 0.0015755408676341176, ""yaw"": -0.0033333259634673595, ""altitude"": 587.1400146484375, ""lat"": -353633515, ""lng"": 1491652412}"
